Mdate,DJI,RF,MP,UI,DEI,UPR,UTS,YP,OG,cg,VWRETD,EWRETD
2019/2/1,25605.53,0.18,-0.5187,0.2704,0.207,2.27,0.29,1.0689,6.2328,0,3.9698,4.1947
2019/3/1,25722.62,0.19,0.0107,0.3085,0.1026,2.27,0.17,0.6261,5.3648,0.7,0.1765,-2.2022
2019/4/1,26401.58,0.21,-0.5473,0.2037,0.0704,2.17,0.15,-1.0507,10.6178,0,3.4524,2.83
2019/5/1,25744.79,0.21,0.1395,-0.1101,-0.0017,2.23,0.05,0.0357,-3.279,0.4,-7.0292,-8.2712
2019/6/1,26160.1,0.18,0.1219,-0.1772,-0.1255,2.39,-0.1,-0.664,-10.8615,0.3,8.1657,6.1629
2019/7/1,27089.19,0.19,-0.5249,0.0523,-0.0826,2.22,-0.04,-1.3152,5.6398,0.5,0.4431,-0.8804
2019/8/1,26058.23,0.16,0.7576,-0.1783,0.0587,2.24,-0.32,-1.2349,-3.3838,0.4,-3.0755,-5.2171
2019/9/1,26900.21,0.18,-0.3131,-0.0202,-0.0748,2.21,-0.19,-1.5915,-0.4471,0.2,1.7871,2.8831
2019/10/1,26736.8,0.16,-0.855,0.0992,0.0306,2.21,0.06,-2.2791,-6.6846,0,1.308,-0.0967
2019/11/1,27797.05,0.12,0.5513,-0.2451,0.0624,2.13,0.27,-1.8076,6.4923,0.5,3.0457,2.5935
2019/12/1,28167.01,0.14,-0.2031,-0.1623,-0.1202,2.02,0.32,-2.0419,4.3308,0.2,3.0712,3.9851
2020/1/1,28879.99,0.13,-0.5951,0.3388,-0.023,2.01,0.24,-1.9763,-2.5507,0.4,-1.8171,-2.4308
2020/2/1,28519.73,0.12,0.3296,0.0254,0.1999,2.11,-0.02,-1.128,-15.4361,-0.2,-8.6094,-8.5263
2020/3/1,22637.42,0.13,-4.0811,-0.4247,-0.0415,3.42,0.58,-5.2197,-41.507,-6.6,-17.4539,-23.2422
2020/4/1,23293.9,0,-14.2045,-0.6683,-0.2095,3.47,0.52,-18.877,-66.8944,-11,13.3845,18.4308
2020/5/1,24271.02,0.01,1.5579,0.2129,-0.2083,3.28,0.54,-17.4586,30.6525,8.2,5.6037,6.9473
2020/6/1,26062.27,0.01,6.3771,0.4898,0.2668,2.91,0.57,-11.2033,41.1315,5.6,1.9478,7.1339
2020/7/1,26385.83,0.01,3.5672,0.2156,0.2331,2.69,0.49,-7.1113,5.8689,1.5,6.0145,6.1218
2020/8/1,27821.37,0.01,0.9697,0.0295,-0.0036,2.62,0.55,-6.8992,4.3059,0.7,6.5276,5.2037
2020/9/1,27733.4,0.01,-0.0396,-0.076,-0.0702,2.68,0.57,-6.6257,-3.212,1.4,-1.7335,-2.4051
2020/10/1,28005.11,0.01,0.6592,-0.103,-0.0706,2.65,0.69,-5.1115,1.6675,0.3,-0.8545,1.1837
2020/11/1,29124.04,0.01,0.4417,-0.1631,-0.0425,2.43,0.78,-5.2211,3.8173,-0.3,14.3502,20.6012
2020/12/1,30148.58,0.01,1.2821,0.0398,-0.0477,2.23,0.84,-3.7359,13.7969,0.4,5.9239,9.7306
2021/1/1,30821.35,0.01,0.6188,0.309,0.0611,2.16,1,-2.5219,12.0498,1.3,-0.3073,10.1173
2021/2/1,31283.91,0,-3.4033,0.2883,0.1422,2.16,1.22,-6.2548,11.6577,-1,5.3696,10.0976
2021/3/1,32373.29,0,2.7732,0.3861,0.062,2.13,1.58,0.5995,8.4488,4.3,4.8424,3.4604
2021/4/1,33803.29,0,0.1413,0.4169,0.0819,1.96,1.62,14.9453,-2.0915,0.7,4.0871,2.1633
2021/5/1,34270.31,0,0.8657,0.3312,0.0657,2,1.6,14.2531,6.6574,-0.3,2.3582,3.7559
2021/6/1,34289.91,0,0.4643,0.4467,0.0107,1.92,1.48,8.3403,9.1708,0.9,0.1794,1.4598
2021/7/1,34798.8,0,0.4191,-0.0706,0.0725,1.92,1.27,5.1922,3.1678,-0.2,1.182,-2.5682
2021/8/1,35243.97,0,-0.0256,-0.1719,-0.1723,1.96,1.23,4.197,-7.5065,0.6,2.1763,1.1569
2021/9/1,34688.42,0,-1.0508,0.006,-0.113,1.86,1.33,3.1858,4.402,0.2,-4.1171,-3.2255
2021/10/1,35055.52,0,1.3632,0.5371,0.0251,1.77,1.53,3.8898,12.9327,0.7,5.4565,2.9341
2021/11/1,35848.57,0,0.9068,-0.0405,0.2403,1.72,1.51,4.3549,0.968,0.2,-3.0198,-4.81
2021/12/1,35641.33,0.01,-0.0727,-0.094,-0.1299,1.83,1.41,3.0001,-12.3798,-0.3,5.5341,1.8845
2022/1/1,35456.15,0,0.0196,0.5117,-0.0745,1.82,1.61,2.4009,14.0156,0.2,-6.022,-7.3045
2022/2/1,34648.48,0,0.6217,0.3536,0.2295,2.04,1.6,6.4258,11.6873,0.1,0.9922,1.5984
2022/3/1,34029.74,0.01,0.8091,0.724,0.0466,2.16,1.69,4.4617,10.0751,0.5,3.308,3.4341
2022/4/1,34314.99,0.01,0.223,-0.2435,0.1979,1.91,1.99,4.5435,0.5628,0.4,-6.6476,-8.4502
2022/5/1,32379.46,0.03,0.0617,0.601,-0.3049,2.22,1.92,3.7394,2.0738,-0.2,-0.3439,-1.0712
2022/6/1,31446.71,0.06,-0.1395,0.6314,0.2376,2.13,1.65,3.1356,11.9221,0.1,-9.0353,-9.1122
2022/7/1,31535.32,0.08,0.2216,-0.8811,0.1363,2.31,0.67,2.9381,-16.9179,0,9.0486,8.6341
2022/8/1,33009.56,0.19,0.1162,-0.335,-0.5697,2.25,0.27,3.0799,-6.1734,0.6,-3.211,-1.3043
2022/9/1,30649.56,0.19,0.3506,-0.0574,-0.0272,2.17,0.39,4.4812,-6.7272,0.2,-9.3959,-12.6584
2022/10/1,30570.68,0.23,-0.0854,0.0406,0.0918,2.28,0.26,3.0326,2.3193,0.2,9.8145,8.7904
2022/11/1,33417.96,0.29,-0.3277,-0.5395,0.0743,2.18,-0.26,1.7981,-2.4736,-0.3,6.092,2.3965
2022/12/1,33482.26,0.33,-1.2484,-0.5247,-0.2212,1.97,-0.63,0.6224,-14.1039,0.1,-5.278,-6.5661
2023/1/1,33656,0.35,0.9004,0.686,-0.1069,1.97,-1.01,1.5032,-1.1822,1.4,8.0692,14.699
2023/2/1,33648.26,0.34,0.0513,-0.0098,0.4561,1.84,-0.9,0.9328,3.2556,0,-2.4335,-3.1439
2023/3/1,32483.48,0.36,0.0136,-0.1447,-0.0912,2.05,-1.03,0.1373,-7.3927,-0.2,0.3422,-4.811
2023/4/1,33731.28,0.35,0.3978,0.123,-0.0935,2.07,-1.46,0.3121,10.5995,0.3,0.2212,-2.6643
2023/5/1,33316.8,0.36,-0.2359,-0.2031,0.0729,2.2,-1.57,0.0146,-10.3239,0.1,-3.8637,-2.3753
2023/6/1,33904.98,0.4,-0.5843,-0.0252,-0.107,2,-1.41,-0.4303,-4.2649,0.1,9.519,7.7518
2023/7/1,34777.2,0.45,0.673,-0.1826,0.0256,1.84,-1.35,0.0211,8.1149,0.4,3.4706,5.1533
2023/8/1,34880.66,0.45,0.0222,0.1224,-0.0598,1.85,-1.13,-0.0729,7.7937,0,-2.4129,-5.7633
2023/9/1,34318.89,0.43,0.2064,-0.1648,0.0997,1.78,-0.94,-0.2171,9.7754,0.2,-4.8535,-5.8584
2023/10/1,33319.49,0.47,-0.7091,-0.3715,-0.08,1.83,-0.54,-0.8408,-3.4287,0.2,-4.2659,-6.9414
2023/11/1,34704.5,0.44,0.3005,-0.406,-0.1289,1.79,-0.77,-0.2126,-10.1296,0.4,8.6688,7.9529
2023/12/1,36947.93,0.43,-0.249,-0.2196,-0.0841,1.62,-1.22,0.7868,-11.1637,0.6,6.5439,8.7771
2024/1/1,37763.95,0.47,-1.1248,0.3962,0.0268,1.62,-1.16,-1.2384,4.3128,-0.3,-1.3435,-4.6784
2024/2/1,38720.52,0.42,1.2181,0.2047,0.2654,1.56,-1.03,-0.0716,5.2287,0.2,4.8104,4.0273
2024/3/1,39105.52,0.43,-0.2028,0.1925,0.0393,1.54,-1.03,-0.288,1.6806,0.4,4.5994,3.1347
2024/4/1,38401.22,0.47,-0.1579,-0.0842,0.021,1.46,-0.7,-0.8438,8.1469,0,-3.9206,-5.3012
2024/5/1,39129.39,0.44,0.6067,-0.2053,-0.1014,1.47,-0.77,-0.0012,-7.5896,0.5,3.6539,6.1241
2024/6/1,38903.73,0.41,0.2654,-0.2422,-0.0954,1.51,-0.93,0.8486,-0.2541,0.1,-1.3451,-3.8347
2024/7/1,40086.03,0.45,-0.7136,-0.0965,-0.0633,1.59,-0.95,-0.538,3.5363,0.4,5.7349,6.2259
2024/8/1,40310.81,0.48,0.4869,-0.1573,0.026,1.73,-1.18,-0.0733,-4.7916,0.1,1.512,-2.5055
2024/9/1,41490.88,0.4,-0.4205,-0.0566,-0.0217,1.7,-1,-0.7002,-14.0053,0.5,2.5222,1.9351
2024/10/1,42494.2,0.39,-0.4547,-0.1289,0.0269,1.53,-0.41,-0.4457,5.2591,0.2,-1.9392,-1.5084
2024/11/1,43716.93,0.4,-0.1453,-0.2739,-0.0241,1.42,-0.06,-0.8915,-3.2525,0.4,7.4582,10.4586
2024/12/1,43655.57,0.37,0.9853,-0.1053,-0.079,1.41,0.12,0.3428,0.1169,0.5,-6.6731,-2.9286
